candidate_key,gold_multiplier,C,pca_components,output_dimension,threshold_oof,native_threshold,elapsed_fit_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,native__accuracy,native__balanced_accuracy,native__macro_f1,native__dry_precision,native__wet_precision,native__dry_recall,native__wet_recall,native__roc_auc,native__average_precision_wet,native__tn_dry_correct,native__fp_dry_as_wet,native__fn_wet_as_dry,native__tp_wet_correct
logistic_regression__C0.001__pca128__gold3,3.0,0.001,128,128,0.5633860400428725,0.5,0.09372869999970135,0.7134935304990758,0.6426487399546145,0.6291521645873597,0.84,0.4059196617336152,0.7746591820368885,0.5106382978723404,0.6853341636949957,0.3823360986112314,966,281,184,192,0.6395563770794824,0.6335439096384514,0.5888432892536859,0.8498942917547568,0.345642540620384,0.644747393744988,0.6223404255319149,0.6853341636949957,0.3823360986112314,804,443,142,234
logistic_regression__C0.001__pca128__gold2,2.0,0.001,128,128,0.5604840898685446,0.5,0.09368580000000293,0.7104128157732594,0.6415727533313996,0.6271409298869902,0.8398950131233596,0.40208333333333335,0.7698476343223737,0.5132978723404256,0.6848073674691599,0.38160217858626294,960,287,183,193,0.6383240911891559,0.6345996348683649,0.5886496435931612,0.851063829787234,0.34553440702781846,0.6415396952686447,0.6276595744680851,0.6848073674691599,0.38160217858626294,800,447,140,236
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128,128,0.5451205938234057,0.5,0.094618000000537,0.7011706715958103,0.6485618676312511,0.6269324482583261,0.8463636363636363,0.39579349904397704,0.7465918203688853,0.550531914893617,0.6833378832602501,0.379408099517243,931,316,169,207,0.6383240911891559,0.6345996348683649,0.5886496435931612,0.851063829787234,0.34553440702781846,0.6415396952686447,0.6276595744680851,0.6833378832602501,0.379408099517243,800,447,140,236
logistic_regression__C0.001__pca128__gold1p5,1.5,0.001,128,128,0.5614473546775012,0.5,0.09011259999942922,0.7104128157732594,0.6387862785579006,0.6254492782087794,0.8381201044386423,0.4008438818565401,0.7722534081796311,0.5053191489361702,0.6842741729085977,0.3807751852235649,963,284,186,190,0.6383240911891559,0.6327419850193656,0.5878438506514154,0.8495762711864406,0.3446244477172312,0.6431435445068163,0.6223404255319149,0.6842741729085977,0.3807751852235649,802,445,142,234
