gold_multiplier,best_candidate_key,threshold_oof,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
1.0,logistic_regression__C0.001__pca128__gold1,0.5451205938234057,0.7011706715958103,0.6485618676312511,0.6269324482583261,0.8463636363636363,0.39579349904397704,0.7465918203688853,0.550531914893617,0.6833378832602501,0.379408099517243,931,316,169,207
1.5,logistic_regression__C0.001__pca128__gold1p5,0.5614473546775012,0.7104128157732594,0.6387862785579006,0.6254492782087794,0.8381201044386423,0.4008438818565401,0.7722534081796311,0.5053191489361702,0.6842741729085977,0.3807751852235649,963,284,186,190
2.0,logistic_regression__C0.001__pca128__gold2,0.5604840898685446,0.7104128157732594,0.6415727533313996,0.6271409298869902,0.8398950131233596,0.40208333333333335,0.7698476343223737,0.5132978723404256,0.6848073674691599,0.38160217858626294,960,287,183,193
3.0,logistic_regression__C0.001__pca128__gold3,0.5633860400428725,0.7134935304990758,0.6426487399546145,0.6291521645873597,0.84,0.4059196617336152,0.7746591820368885,0.5106382978723404,0.6853341636949957,0.3823360986112314,966,281,184,192
