fold,recording_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,325,0.016627269711813858,0.6923076923076923,0.6483565842316634,0.6234241750092695,0.8465116279069768,0.39090909090909093,0.7309236947791165,0.5657894736842105,0.6646057915874022,0.39140380408886516,182,67,33,43
1,325,0.016627269711813858,0.6553846153846153,0.6033333333333333,0.5809155383623469,0.8254716981132075,0.336283185840708,0.7,0.5066666666666667,0.6343466666666667,0.32224130848136445,175,75,37,38
2,324,0.016627269711813858,0.6975308641975309,0.6122088353413655,0.6031595260710894,0.8240343347639485,0.37362637362637363,0.7710843373493976,0.4533333333333333,0.6688085676037483,0.4161895551829338,192,57,41,34
3,325,0.016627269711813858,0.72,0.6266666666666667,0.6211684535475028,0.8298755186721992,0.40476190476190477,0.8,0.4533333333333333,0.6985066666666667,0.35563262560046105,200,50,41,34
4,324,0.016627269711813858,0.7129629629629629,0.6595180722891567,0.6385620209435389,0.8513513513513513,0.4117647058823529,0.7590361445783133,0.56,0.7164658634538152,0.4280980573175096,189,60,33,42
