candidate_key,C,gamma,gamma_multiplier_over_dimension,pca_components,pca_whiten,threshold_oof,elapsed_fit_seconds,support_vectors_mean_cv,support_vectors_max_cv,support_vector_fraction_mean_cv,kernel_feature_products_mean_cv,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,native__accuracy,native__balanced_accuracy,native__macro_f1,native__dry_precision,native__wet_precision,native__dry_recall,native__wet_recall,native__roc_auc,native__average_precision_wet,native__tn_dry_correct,native__fp_dry_as_wet,native__fn_wet_as_dry,native__tp_wet_correct
rbf_svm__C1__gamma0p5overD__pca64,1.0,0.0078125,0.5,64,True,0.016627269711813858,0.33171309903264046,1092.2,1108,0.8411864762630019,69900.8,0.6956253850893407,0.6300920080533706,0.6138171203976649,0.8352626892252895,0.382,0.7522052927024859,0.5079787234042553,0.6755809687931887,0.3749259024931437,938,309,185,191,0.6900800985828712,0.6283409971164838,0.6103944261952406,0.8351351351351352,0.3762183235867446,0.7433841218925421,0.5132978723404256,0.6755809687931887,0.3749259024931437,927,320,183,193
rbf_svm__C1__gamma0p5overD__pca128,1.0,0.00390625,0.5,128,True,0.07644403165260866,0.4027363006025553,1118.0,1125,0.8610592953451214,143104.0,0.7147258163894024,0.6155859168387108,0.6117010199805397,0.8234323432343235,0.39416058394160586,0.8003207698476343,0.4308510638297872,0.6669133580166868,0.3701353898401538,998,249,214,162,0.6906962415280345,0.6092366360115341,0.5987263593380615,0.8230702515177797,0.3659574468085106,0.7610264635124299,0.4574468085106383,0.6669133580166868,0.3701353898401538,949,298,204,172
rbf_svm__C1__gamma1overD__pca64,1.0,0.015625,1.0,64,True,-0.05552313280936305,0.36735199950635433,1115.6,1139,0.8592108899698833,71398.4,0.7005545286506469,0.6147232080397209,0.606025461214802,0.8249359521776259,0.37831858407079644,0.7746591820368885,0.45478723404255317,0.6643625552389565,0.3531315168981749,966,281,205,171,0.7104128157732594,0.6062774062004129,0.6034219227649884,0.8187038556193601,0.38366336633663367,0.8003207698476343,0.4122340425531915,0.6643625552389565,0.3531315168981749,998,249,221,155
rbf_svm__C1__gamma1overD__pca128,1.0,0.0078125,1.0,128,True,-0.05275320372871445,0.420499000698328,1130.2,1143,0.8704535075576685,144665.6,0.7091805298829328,0.5999025320343292,0.5981914692738602,0.8152969894222946,0.37817258883248733,0.8035284683239775,0.3962765957446808,0.6674486853554915,0.361686642696687,1002,245,227,149,0.7153419593345656,0.5927662560357624,0.5941094318378659,0.8107680126682502,0.38055555555555554,0.8211708099438653,0.36436170212765956,0.6674486853554915,0.361686642696687,1024,223,239,137
rbf_svm__C10__gamma0p5overD__pca128,10.0,0.00390625,0.5,128,True,-0.28839439703466396,0.5623415987938643,982.4,1010,0.7566201807482584,125747.2,0.6746765249537893,0.6127439898309134,0.5946890868226088,0.8277119416590701,0.35551330798479086,0.7281475541299118,0.4973404255319149,0.646765001962156,0.360530962736738,908,339,189,187,0.7159581022797289,0.5764483697043116,0.5797445787436536,0.8023076923076923,0.3684210526315789,0.8364073777064955,0.31648936170212766,0.646765001962156,0.360530962736738,1043,204,257,119
rbf_svm__C10__gamma1overD__pca128,10.0,0.0078125,1.0,128,True,-0.43603802586820517,0.5572220012545586,1042.0,1069,0.8025233348872133,133376.0,0.6531115218730745,0.624717406882902,0.5915710908449694,0.8399602385685885,0.34846029173419774,0.677626303127506,0.5718085106382979,0.6524104659693905,0.350817654594661,845,402,161,215,0.7344423906346272,0.5503954170861131,0.5518335401673338,0.7889518413597734,0.3696682464454976,0.8933440256615878,0.2074468085106383,0.6524104659693905,0.350817654594661,1114,133,298,78
rbf_svm__C10__gamma0p5overD__pca64,10.0,0.0078125,0.5,64,True,0.12031863994969627,0.3579558990895748,963.6,988,0.7421422903240729,61670.4,0.7313616759088108,0.5818283028203859,0.5872560730917473,0.80374531835206,0.3958333333333333,0.8604651162790697,0.30319148936170215,0.6326524083331911,0.3360769106681793,1073,174,262,114,0.7091805298829328,0.5776107338463375,0.5796278167267364,0.8034455755677369,0.36127167630057805,0.8227746591820368,0.3324468085106383,0.6326524083331911,0.3360769106681793,1026,221,251,125
rbf_svm__C10__gamma1overD__pca64,10.0,0.015625,1.0,64,True,-0.12801552195436489,0.4420729000121355,995.6,1007,0.7667882488722508,63718.4,0.7042513863216266,0.5706877356719957,0.5725028644678675,0.8003132341425215,0.34971098265895956,0.8195669607056937,0.32180851063829785,0.6146282994079407,0.3042818796507503,1022,225,255,121,0.7134935304990758,0.5441932979576516,0.5458932459972814,0.7870778267254038,0.32950191570881227,0.859663191659984,0.22872340425531915,0.6146282994079407,0.3042818796507503,1072,175,290,86
