preset,unit_of_training,pooling_key,input_feature_count,standard_scaler,pca_components,pca_solver,pca_whiten,final_pca_explained_variance_ratio,final_pca_explained_variance_percent,smote_used,class_balance,inner_validation_fraction,inner_split_purpose,outer_refit,selection_metric,winner,threshold_policy,threshold,final_epochs_from_cv_median,core_trainable_parameter_count,saved_model_parameter_count_including_preprocessing,model_size_kb_float32_keras,validation_used_for_selection,test_read,mlp_name,mlp_hidden_units,mlp_dropout_rate,mlp_l2_strength,mlp_learning_rate,mlp_batch_size,mlp_max_epochs,mlp_patience,wst_name,wst_sample_rate,wst_target_duration_seconds,wst_invariance_scale_seconds,wst_first_order_wavelets_per_octave,wst_second_order_wavelets_per_octave,wst_max_order,wst_normalize_waveform_peak,wst_target_samples,wst_invariance_samples,wst_J,wst_Q,wst_backend,wst_batch_size,wst_coefficient_transform,wst_temporal_aggregation,wst_dimensionality_reduction,wst_feature_layout,wst_stored_dtype,wst_test_processed,wst_path_count,wst_time_position_count,wst_raw_scattering_value_count,wst_feature_dimension,wst_order_0_paths,wst_order_1_paths,wst_order_2_paths
paper_q8_q1_t500_full,recording,mean_std_max,1932,inside_each_fold_and_embedded_in_final_model,128,randomized,False,0.9519984722137451,95.19984722137451,False,balanced_sample_weight_per_recording,0.15,select_epochs_only,all_outer_train_for_selected_inner_epochs,train_oof_macro_f1,pca128_compact__h64x16__drop0p25__l20p01__lr0p0005,oof_tuned_frozen,0.6061409115791321,66,9313,256737,1111.755859375,False,False,pca128_compact,"(64, 16)",0.25,0.01,0.0005,32,100,10,paper_q8_q1_t500_full,16000,1.5,0.5,8,1,2,True,24000,8000,13,"(8, 1)",kymatio.numpy,32,none_raw_nonnegative_scattering,mean_over_scattering_time_positions,none,one_temporal_mean_per_scattering_path,float32,False,644,5,3220,644,1,94,549
